id,AT2G22420,AT2G28110,AT2G37090,AT3G18660,AT4G18780,AT5G15630,AT5G17420,AT5G44030
AT1G59750,-0.287127674758,0.995903258078,-0.915811088651,-0.927863303766,-0.941554015678,-0.885621404252,-0.937800236399,-0.93646803458
AT1G64380,-0.151084462742,0.992451354134,-0.884252162942,-0.89284672288,-0.899043860378,-0.812656305328,-0.885570614909,-0.893116402615
AT1G65300,-0.284575545903,0.981428842183,-0.851971916035,-0.908951256117,-0.889469175843,-0.828042275468,-0.885980345468,-0.88803473933
AT1G65330,-0.207960823862,0.965917352831,-0.822841660344,-0.908823534589,-0.856921283902,-0.788240035605,-0.854460739303,-0.855191304589
AT1G65620,0.767105907159,-0.793202971884,0.666118797793,0.673846710202,0.744494778582,0.746903144722,0.75568477273,0.743130985281
AT1G66140,-0.637390212831,0.564895809348,-0.735211951866,-0.563446397975,-0.760967892473,-0.83386433404,-0.768513063826,-0.762065323697
AT1G67100,0.628926212057,-0.677846888215,0.463178719406,0.34492296337,0.527019307854,0.445840013655,0.491969651409,0.528256665736
AT1G67710,-0.328449139853,0.991909601908,-0.93409386832,-0.895199249415,-0.958751090551,-0.903644787926,-0.946590580189,-0.956175327256
AT1G68840,-0.370794167282,0.421088815439,-0.55685166516,-0.692915247448,-0.599960444771,-0.715633856001,-0.641933065413,-0.614615529032
AT1G71030,-0.399540459153,0.979381379889,-0.894229353686,-0.913681581441,-0.935469177439,-0.89690681375,-0.933891572778,-0.935070661274
AT1G72360,-0.633636574115,-0.353690908609,0.146712486248,0.298585194343,0.113459336997,-0.040208025421,0.0889389146093,0.107004109803
AT1G72450,-0.648862492495,0.778898210299,-0.852651764385,-0.765441811484,-0.892297196981,-0.934068467318,-0.903613844952,-0.890795466245
AT1G73830,-0.85470843812,0.22276115171,-0.119491788724,-0.285309799742,-0.232751046504,-0.34281483768,-0.282141474692,-0.244189121109
AT1G74500,0.77603251277,-0.77042499084,0.744617617869,0.717582670699,0.81306958111,0.851391599783,0.829983487019,0.813351624339
AT1G74650,-0.528089241392,0.918717714091,-0.802356753622,-0.876525191315,-0.863375465277,-0.850070822803,-0.878355605881,-0.861683604916
AT1G74840,-0.301215796562,0.887951246522,-0.83864384229,-0.71218204991,-0.840710374016,-0.77067826334,-0.830886191131,-0.82111994252
AT1G75080,-0.755712086433,0.797716246653,-0.709987284758,-0.632401680936,-0.783204118101,-0.775227190352,-0.769410975675,-0.792435179373
AT1G75490,-0.336693098287,0.966496594595,-0.912934098151,-0.939769191377,-0.9496507449,-0.91917061579,-0.946850388818,-0.95362958026
AT1G77450,0.851310385075,-0.547896589647,0.610099370534,0.536210574147,0.674218587028,0.756561738207,0.695926292905,0.67583645308
AT1G77640,-0.959154759845,0.13169680439,-0.0302680118288,-0.0708696574909,-0.147299231984,-0.244031005546,-0.169859134567,-0.165837756726
AT1G79700,-0.505239610307,0.958541295695,-0.850504762024,-0.853729799329,-0.902012115888,-0.864785326562,-0.89923884307,-0.901440523454
AT1G79840,-0.0361156429533,0.940434876187,-0.895801690573,-0.790669878245,-0.884304435479,-0.777499222511,-0.847033140502,-0.880272289497
AT2G04890,-0.42168072898,0.955838147515,-0.953023945435,-0.895384740924,-0.979191986644,-0.956610298279,-0.976207567956,-0.975729381585
AT2G14210,-0.56044070355,0.931315790879,-0.879835423479,-0.826160533817,-0.924877500262,-0.904654891898,-0.922689713575,-0.922432021684
AT2G18350,-0.566752995157,0.805204558428,-0.873272918672,-0.848109737995,-0.907848716654,-0.952614918033,-0.933232351979,-0.901075476648
AT2G22430,0.446240357126,0.62295085971,-0.436582778713,-0.481947076455,-0.396685626548,-0.2312968789,-0.374225363587,-0.374986317813
AT2G22770,0.776029174671,-0.166821212934,0.293455728238,0.262471754497,0.371087421931,0.506372544594,0.383463902293,0.400242485925
AT2G23290,-0.600042331608,0.914832073921,-0.835073444906,-0.782649560953,-0.889985242015,-0.865677495811,-0.882424634523,-0.891841817246
AT2G23340,-0.512378365277,0.795360538939,-0.795499901417,-0.583266920248,-0.816795277068,-0.774345953755,-0.786730482308,-0.814393725265
AT2G24260,-0.684011298396,0.810444775186,-0.815208917106,-0.706554252316,-0.864145409504,-0.877872357171,-0.864059777121,-0.863769272783
AT2G25820,-0.595082120187,0.690964048492,-0.802096276601,-0.592100452826,-0.820565350434,-0.84157166679,-0.811787422895,-0.816849806565
AT2G25900,-0.647712982937,0.879274053962,-0.83995419831,-0.780136390705,-0.894614988317,-0.894079550646,-0.894712700135,-0.895596060171
AT2G28200,-0.247520743722,0.995533362224,-0.936160192041,-0.889062885122,-0.950624076856,-0.880390847195,-0.934497312568,-0.945733915625
AT2G28550,-0.198217182094,0.863034777392,-0.694293511063,-0.595524567905,-0.702186141926,-0.575552113743,-0.672578021628,-0.686243662146
AT2G29060,-0.711842023225,0.822152581315,-0.687791725888,-0.744247074701,-0.77170104658,-0.778993903933,-0.784979336907,-0.776432202481
AT2G31180,-0.782346624922,0.690631314823,-0.510366483141,-0.613033955536,-0.610825170418,-0.629259112045,-0.630985893265,-0.61696454836
AT2G34140,-0.779143069025,0.325090880251,-0.422171259918,-0.171610082416,-0.46274746522,-0.517166256246,-0.45158968113,-0.465721816648
AT2G36080,-0.922917280139,0.184324441745,-0.20119196748,-0.0688214494914,-0.286716343058,-0.374000611337,-0.285540102199,-0.304746188281
AT2G36890,-0.547684369581,0.89998538266,-0.789332255578,-0.872547898091,-0.853329255922,-0.848493724951,-0.870853709819,-0.852728929454
AT2G37740,0.37312505568,0.300512143471,0.0138361525717,-0.246506280597,0.00141939257296,0.123153802441,-0.00141997768839,0.00922907818135
AT2G40220,0.738428433805,-0.808548699422,0.721287490164,0.632227005061,0.784238923312,0.771949576878,0.779468197294,0.782596678334
AT2G40970,-0.790047744332,0.55013229497,-0.562753629926,-0.360029978986,-0.621577445214,-0.64226456068,-0.598628857964,-0.632770972534
AT2G43140,-0.921669214188,0.0009745083236,-0.0393103868837,-0.0456234358319,-0.129970036397,-0.276950623814,-0.173458529776,-0.138549484799
AT2G44940,0.624415661053,-0.867072574744,0.849487210925,0.761877438975,0.89836377237,0.897359050244,0.893979994597,0.900280042643
AT2G45160,-0.882343137995,0.439942609545,-0.392254446617,-0.469973676411,-0.498052724521,-0.595763893906,-0.527737447526,-0.515704615068
AT2G46970,-0.3343112111,0.809346351334,-0.526810562643,-0.617829013589,-0.578519678662,-0.487187128185,-0.584715154153,-0.563212433936
AT2G46990,-0.86941376407,0.484771259361,-0.491163876805,-0.320124579087,-0.557969383166,-0.601878972304,-0.552208627772,-0.563860613028
AT2G47890,0.458430459818,0.71543368316,-0.646167110737,-0.653748861293,-0.602082629363,-0.469382850732,-0.571396093763,-0.595089540291
AT3G01970,-0.60359810503,0.891580112483,-0.873558222082,-0.793346356054,-0.918402402129,-0.913347288416,-0.916443715303,-0.917292761847
AT3G02550,-0.946664281467,0.199350003108,-0.237029805408,-0.136888492031,-0.313457189336,-0.420266267765,-0.339888646021,-0.3148185515
AT3G02940,0.700995587387,-0.11087186437,0.316848037892,0.246286483287,0.36987804091,0.517288554888,0.388475054073,0.390760535703
AT3G03450,0.855354799645,-0.651720367008,0.593604946299,0.471776851619,0.663369890784,0.678422037731,0.660590389613,0.66343318809
AT3G03660,-0.739721965789,0.756641075484,-0.781842196525,-0.737045248,-0.839442416294,-0.888077841335,-0.857817314669,-0.83874320212
AT3G04060,-0.638615951653,0.339496536049,-0.53708433636,-0.267976701668,-0.554810025983,-0.622924631975,-0.541852609515,-0.560449876694
AT3G06740,-0.428405278926,0.926015077414,-0.774109593115,-0.705295979783,-0.814086313101,-0.732411462304,-0.791807841827,-0.810267811516
AT3G10040,-0.691545628374,-0.462027440507,0.546706528778,0.462989618558,0.458659166084,0.3388934062,0.413123510308,0.454263932457
AT3G11580,0.791379644412,-0.555092144691,0.582789456708,0.620071648525,0.649805888184,0.744138861215,0.698449353268,0.642998675773
AT3G14230,-0.945608407073,0.328607240759,-0.349221015117,-0.338889675812,-0.437505605603,-0.554613178351,-0.475724335916,-0.442179877136
AT3G15030,-0.282424902868,-0.836744464271,0.767934485356,0.840897461557,0.739852192416,0.636131701539,0.732230095786,0.727206665647
AT3G15210,0.442042977226,-0.550912167973,0.697742227464,0.580248121403,0.730944023211,0.770693086014,0.698618310369,0.762341225182
AT3G15500,-0.315955889211,0.96783448213,-0.941396050532,-0.966789386723,-0.966765780524,-0.942503403593,-0.974168869114,-0.962183760414
AT3G16350,-0.456473953894,0.88931002937,-0.708182286053,-0.832586634608,-0.777870403226,-0.74476261697,-0.786164479257,-0.782124444702
AT3G16770,-0.400961678776,0.979678652596,-0.932591618866,-0.893302085391,-0.963172570927,-0.923321066027,-0.956094409155,-0.960617848628
AT3G16857,-0.338159434449,0.99449644064,-0.917708278883,-0.902111741748,-0.946646082156,-0.892023878562,-0.938716282885,-0.943094787475
AT3G17600,-0.596521317709,0.870929113663,-0.885795079076,-0.789156209078,-0.923338065382,-0.926661698881,-0.924366211488,-0.919604972256
AT3G18400,0.616778826204,-0.797978660023,0.841787705078,0.83408106015,0.893097099519,0.944886717972,0.914834787563,0.895420038292
AT3G19580,0.364818048973,0.745219875323,-0.585708676211,-0.60946213164,-0.558489124622,-0.397983721761,-0.519309434728,-0.55203388353
AT3G23240,-0.841822479109,-0.123635105714,0.201968520742,0.0693182463843,0.0921363436729,-0.0403267426611,0.0432081563667,0.0792747594397
AT3G24120,-0.665410536191,0.87731875349,-0.798032173706,-0.740622623626,-0.861084467728,-0.845790666476,-0.851713256838,-0.866590403714
AT3G25730,-0.800114956093,0.178515738818,-0.18822395447,-0.325107397777,-0.282774345339,-0.42342674575,-0.336821648142,-0.29438892071
AT3G27650,-0.663770145614,0.792361339681,-0.822435107804,-0.681040667646,-0.863101970039,-0.874980539582,-0.858726655015,-0.861866555927
AT3G29035,-0.539565905433,0.837484987683,-0.822841825764,-0.890652546233,-0.871725352075,-0.902853052358,-0.903254031497,-0.865894689799
AT3G49930,-0.26846138431,0.300268624978,-0.112493008635,0.120436837664,-0.12736001541,-0.000538882493008,-0.0657914263186,-0.122954165189
AT3G50330,-0.760713823411,0.745024776674,-0.722611479727,-0.702014065934,-0.799825826496,-0.84265381989,-0.806166536181,-0.812630762445
AT3G56400,-0.788002354012,0.763108878007,-0.673592996376,-0.707503353025,-0.756790835286,-0.790421999068,-0.778386911063,-0.75888646202
AT3G56970,0.444112126229,-0.876011746291,0.946314203397,0.81589194485,0.960701021409,0.955573449642,0.954788710355,0.956342443591
AT3G56980,0.300365620449,-0.981293446652,0.877172359926,0.926115293479,0.91253630785,0.863979938867,0.914780454755,0.909308919829
AT3G58190,0.771827894819,-0.620032820083,0.683505798692,0.681014656609,0.749661907055,0.842374902489,0.782682441301,0.753461656743
AT3G58710,0.0168653388446,0.850476452241,-0.844840452693,-0.664214400164,-0.810749327881,-0.694332771681,-0.768807950539,-0.797853634934
AT3G60390,0.501471771794,0.318855325553,-0.0845703903602,-0.062401284818,-0.0474211343479,0.144005214937,0.00510436371605,-0.0367461965318
AT3G60530,-0.833011135545,0.578823437864,-0.592304020202,-0.46463863702,-0.663378210249,-0.712791937654,-0.659456840317,-0.675086421981
AT3G60630,-0.716803805798,0.593695686571,-0.730804099173,-0.59494834605,-0.775136788294,-0.849470951957,-0.778336564893,-0.784530744939
AT3G61630,-0.305382234627,0.759685834332,-0.69182172551,-0.487838867604,-0.698488663539,-0.608921789072,-0.659940430354,-0.690903157109
AT4G00050,-0.585838777445,0.899597614055,-0.815278917042,-0.715809530888,-0.864310824574,-0.822608022907,-0.845217978975,-0.865903733507
AT4G00150,-0.703284396845,0.752339989385,-0.792364523582,-0.658930429632,-0.843996430983,-0.869456071588,-0.83412206307,-0.852852578831
AT4G00180,-0.78905539171,0.62120332544,-0.641945648502,-0.477272893668,-0.704180842056,-0.734408249217,-0.68807866445,-0.716678395492
AT4G00730,-0.845502368201,0.642982556485,-0.631680257627,-0.526473252983,-0.704082049468,-0.74644012077,-0.706081191702,-0.710839437618
AT4G01250,-0.656439744441,0.871603258175,-0.796542019168,-0.721158379635,-0.856479426098,-0.83821300029,-0.845046364032,-0.861185116864
AT4G01720,-0.642996226672,0.763551474982,-0.848247888916,-0.753469708163,-0.884352794595,-0.928101519577,-0.896768423181,-0.881241555072
AT4G05100,0.707052682926,0.360953318509,-0.226172818202,-0.299339471919,-0.162204919372,-0.00259378777836,-0.137657787659,-0.143686867496
AT4G06746,-0.54446713779,0.749309600097,-0.858822028317,-0.660791199598,-0.87549046403,-0.887825099939,-0.862315683187,-0.874730022807
AT4G09460,0.14637420271,0.907078142614,-0.788813879721,-0.789168916971,-0.7744292405,-0.645392656035,-0.746606903296,-0.766265948066
AT4G11140,0.0769028882442,-0.917301542931,0.895320737766,0.748316597125,0.881028913096,0.778356544648,0.840649189173,0.87622838245
AT4G14540,-0.578589090377,0.7598927663,-0.836292315184,-0.641451646918,-0.858056274697,-0.862818835262,-0.845804249251,-0.854975286432
AT4G14550,0.422616960269,0.655020774996,-0.452644579913,-0.581355883481,-0.431362632399,-0.284802803653,-0.4157273234,-0.419158235203
AT4G16750,0.642250073165,-0.236047438175,0.32274614891,0.454409680311,0.400902726359,0.546118083322,0.446498584871,0.421043956703
AT4G17500,-0.295803067889,-0.390758646756,0.202533673707,0.0540104126393,0.167689808848,-0.0176845470848,0.102953935775,0.156823931465
AT4G18890,0.945780752695,-0.537386001958,0.447602206884,0.418863767161,0.546441192683,0.595121736977,0.554146810116,0.557495753579
AT4G25470,0.457650836191,-0.677622058807,0.857861336952,0.67503959747,0.868836039148,0.901791511415,0.849453770809,0.879907393053
AT4G27900,-0.848468110869,0.633395362378,-0.648174127013,-0.56115054603,-0.716754391569,-0.775740336002,-0.730998617731,-0.718861956462
AT4G28110,0.812273144749,-0.420391124601,0.549090311781,0.480044416036,0.611347236647,0.730597610441,0.63866156215,0.619856790952
AT4G28140,0.639999844942,-0.655495993421,0.767530162653,0.739194973958,0.808355515216,0.886609764081,0.836896351878,0.806912877613
AT4G29080,-0.530286134271,0.852008466438,-0.895103920704,-0.739156954546,-0.918454630281,-0.907976225961,-0.90669739456,-0.915197253993
AT4G29930,0.891778444963,-0.334683777747,0.403865380097,0.377795544621,0.487795995415,0.613001813703,0.517331825068,0.501334648871
AT4G30980,-0.533734912635,0.927606514646,-0.894383396058,-0.801393394286,-0.933833942167,-0.904630004944,-0.91922449431,-0.935301347119
AT4G31550,0.139624570118,0.456594307463,-0.322669685413,-0.0917405718514,-0.29601136098,-0.120832985998,-0.211850988018,-0.296718935623
AT4G36780,-0.444181628492,0.94621864486,-0.935016778799,-0.84576082039,-0.961723427691,-0.930941489278,-0.951745282834,-0.958904722022
AT4G37260,-0.501873871947,0.9526605104,-0.894525296427,-0.843790848636,-0.935341890075,-0.90457596709,-0.929891976423,-0.933239219425
AT4G37540,-0.331120022929,0.835698961646,-0.770499922038,-0.569082532558,-0.78100374463,-0.686345547811,-0.735277885985,-0.778204433731
AT4G37610,-0.31470809718,0.992318466958,-0.891731984479,-0.909285057771,-0.92568008794,-0.867202077285,-0.917561507413,-0.92483044717
AT4G39780,-0.492941660611,0.862670179268,-0.931827557563,-0.805207587747,-0.951617293512,-0.954459552844,-0.948285424369,-0.947737061499
AT5G03740,-0.779540345825,0.60571492598,-0.583033307555,-0.400205199664,-0.637200876883,-0.646019266691,-0.626649610031,-0.636034148053
AT5G06250,-0.245815496051,-0.512812832503,0.558539190391,0.309295731321,0.482755893607,0.355706568224,0.439292167323,0.456222723243
AT5G06710,-0.00300088333078,0.765219250221,-0.535479779239,-0.517328106601,-0.538251426337,-0.395596128334,-0.517490524567,-0.518728387593
AT5G07100,-0.488644134781,0.946492195235,-0.877582918971,-0.911126509607,-0.926289354686,-0.913718194993,-0.936872445202,-0.924241993955
AT5G08330,0.402552484084,0.671846321741,-0.55171093599,-0.475540503898,-0.510294442029,-0.337314876228,-0.45140927565,-0.506571718772
AT5G10120,0.952198997959,-0.460351488065,0.381815556928,0.291799752234,0.477344841154,0.51967475239,0.471826702246,0.49161643812
AT5G10970,-0.173457057592,0.876609333268,-0.847045752724,-0.674317686595,-0.832380934055,-0.735977768865,-0.802692433641,-0.816554686004
AT5G12330,-0.598265206176,0.868336587963,-0.876212622937,-0.761632640891,-0.915145707269,-0.911116557023,-0.908529186137,-0.914432827936
AT5G12870,0.783368840796,-0.508906326404,0.597662578605,0.424872462099,0.6496394566,0.714743259705,0.649573484583,0.656429217282
AT5G13080,-0.427906942403,0.131688984719,0.0291736080823,-0.308282223852,-0.0605859423591,-0.144346107406,-0.129159435227,-0.0638178583183
AT5G13330,-0.8283211995,0.69935954499,-0.623035287524,-0.666452602639,-0.711017868874,-0.76204565157,-0.737468044804,-0.714570735491
AT5G13790,-0.876083561567,0.496870319987,-0.462300961384,-0.334687099857,-0.536656978061,-0.580016364337,-0.540097021894,-0.539766954765
AT5G13910,-0.910256777741,0.370121093829,-0.398249030802,-0.410370580369,-0.490605014812,-0.609794317074,-0.52377241157,-0.503566638106
AT5G14370,-0.566240093649,0.892463235955,-0.695796466671,-0.735162747121,-0.76659777914,-0.719266765522,-0.764890301097,-0.766920724892
AT5G17430,-0.391512349069,0.929178557278,-0.870400893291,-0.951242161022,-0.909258726354,-0.901766395072,-0.932794858953,-0.90131557126
AT5G17490,0.874236263833,-0.647413350673,0.613440917503,0.540598368413,0.686671497102,0.728845195392,0.700029766064,0.685474649673
AT5G17810,0.843730143867,-0.378370027604,0.358138275453,0.169805066306,0.431153394303,0.46323019212,0.408903337846,0.446629789393
AT5G19790,-0.391628668778,0.913868480064,-0.961254419429,-0.843013680995,-0.971069149002,-0.949265259587,-0.964432330923,-0.963484815226
AT5G21120,-0.529821312909,0.92803112706,-0.892392115959,-0.893513111665,-0.937008210481,-0.934435371752,-0.948644468795,-0.932893585961
AT5G22890,-0.627497893816,0.712369146563,-0.81957170157,-0.663637062589,-0.843445515096,-0.879730734012,-0.849679017508,-0.836245430942
AT5G23280,0.0251245369017,0.609345925275,-0.489527251188,-0.359253709345,-0.457254366166,-0.331588167708,-0.442917695413,-0.421758069854
AT5G25190,-0.952016269613,0.356247990028,-0.360515646449,-0.346175126045,-0.455830913005,-0.564075067855,-0.483133277736,-0.467979232761
AT5G25890,-0.588422759631,0.919914634548,-0.85769683333,-0.850908027572,-0.912526905306,-0.905636358357,-0.917959207005,-0.912388290047
AT5G39610,-0.711974542176,0.722867156513,-0.672242707218,-0.770770453322,-0.751666168073,-0.810136682402,-0.786644125034,-0.755136771293
AT5G41570,0.610069739661,-0.692264147632,0.654778484699,0.8052776339,0.731471186112,0.800613658585,0.773281212888,0.737816077805
AT5G43170,-0.513706719458,-0.677612925114,0.597252322172,0.597791655488,0.540023260186,0.392451470728,0.513062320617,0.522786396955
AT5G44160,-0.503848554393,0.783463168254,-0.84043523878,-0.616841606348,-0.857083789818,-0.83181297313,-0.825864712302,-0.858928118447
AT5G44260,-0.943182328158,0.373187008827,-0.399067751991,-0.365598455043,-0.489124054828,-0.596957732429,-0.513694740188,-0.501174728325
AT5G46690,0.941751756844,-0.402071660298,0.412784878754,0.355856834581,0.505142580875,0.594490294202,0.51377666889,0.523336840152
AT5G46710,-0.897070793262,0.635817873074,-0.548360887597,-0.507311407604,-0.637197276846,-0.674026631543,-0.647629984465,-0.641924054744
AT5G47220,-0.874245407209,-0.132756548726,0.0468474196385,0.117958919112,-0.0279508070798,-0.174488469177,-0.0612028217489,-0.0360134017238
AT5G47230,-0.240025169406,0.67008175174,-0.643158433702,-0.853610002348,-0.689225301922,-0.724498449568,-0.722936404614,-0.696857593878
AT5G47390,-0.527666083093,0.932431156474,-0.857689574677,-0.77110633443,-0.901036130324,-0.856950224564,-0.883402775573,-0.902011256368
AT5G47640,-0.0256527072859,0.857878966808,-0.712467017464,-0.612333857828,-0.704063619519,-0.564502512923,-0.667278225876,-0.690457089067
AT5G48890,-0.456066098248,-0.608061632925,0.419960792794,0.451049336083,0.38245300058,0.207155031094,0.345343105857,0.368743655276
AT5G51780,0.944595690533,-0.202216671675,0.20562698551,0.141662001591,0.296186479771,0.403100803894,0.319203410629,0.306279315971
AT5G51790,0.739713139921,-0.704345987283,0.766714678679,0.650019209464,0.818463453788,0.867516924576,0.823504676977,0.822443225258
AT5G53660,-0.949181519869,-0.0339833980936,0.0744339555898,0.0730636005612,-0.0288720215854,-0.149618575777,-0.059874890823,-0.0411348458566
AT5G53950,-0.36766717036,0.973432157842,-0.955486212179,-0.926128379639,-0.981845115211,-0.952339892772,-0.978089520503,-0.980181621076
AT5G53980,-0.497286959712,-0.350914092483,0.416296085359,0.166090670483,0.330220324762,0.193067894254,0.265412640327,0.320512471653
AT5G57520,-0.721120004344,0.552239212031,-0.652698398453,-0.433401313947,-0.686910644765,-0.728948545632,-0.680217130286,-0.686663549217
AT5G57620,-0.351091241585,0.981275079909,-0.866321393905,-0.913469009694,-0.907174348931,-0.85789702762,-0.90739336755,-0.904969398882
AT5G58010,-0.406117942433,0.947329111208,-0.955267817609,-0.871567427122,-0.977339073459,-0.95073315786,-0.969021212137,-0.974711424511
AT5G59820,0.628716931438,-0.72057987764,0.812890149387,0.739655280597,0.846683554058,0.896773148752,0.864450739214,0.841626637278
AT5G60850,0.0333001921594,0.930684539464,-0.791043089115,-0.853737023946,-0.790110549755,-0.685278918652,-0.786152701869,-0.774750496522
AT5G60890,0.888660927445,-0.421865147516,0.475524535899,0.445033058617,0.559896962821,0.670487197032,0.583838406087,0.574106709989
AT5G61420,-0.541686762625,0.937573144769,-0.874293049907,-0.814496135986,-0.919027618382,-0.889945655904,-0.912318120427,-0.917636330162
AT5G61590,-0.084710637527,0.965827355938,-0.920640188021,-0.928520819124,-0.926902840381,-0.854343566238,-0.909402417879,-0.927380597542
AT5G64750,-0.261607422289,-0.783339636752,0.83402768817,0.679975717576,0.776497599007,0.661636893968,0.734465455277,0.765883846598
AT5G66700,-0.339000699134,0.983745613089,-0.905693436025,-0.938822994528,-0.939760031781,-0.898902129883,-0.941563381979,-0.936668651441
AT5G67060,-0.915539399656,0.183887922059,-0.2709999814,-0.218809055619,-0.351874777837,-0.488132744344,-0.382302307755,-0.363524033696
